id,booking_status_pred,Cancellation_prob
42303,0,0.3913118
42304,0,0.14544247
42305,0,0.28709203
42306,0,0.20963614
42307,0,0.11571585
42308,0,0.15983783
42309,0,0.27415138
42310,0,0.32809877
42311,1,0.7217151
42312,0,0.08160379
42313,1,0.7554008
42314,1,0.57907075
42315,0,0.18650717
42316,1,0.67463565
42317,0,0.30106038
42318,0,0.47587466
42319,0,0.023117112
42320,0,0.25597838
42321,0,0.40324295
42322,1,0.88403714
42323,0,0.013983152
42324,1,0.7975823
42325,0,0.06976836
42326,1,0.5820343
42327,0,0.04633099
42328,0,0.119594485
42329,0,0.3048208
42330,1,0.79579526
42331,0,0.3677879
42332,0,0.28209242
42333,1,0.7406182
42334,0,0.018999776
42335,1,0.80280733
42336,0,0.058749404
42337,1,0.6428263
42338,0,0.26779398
42339,0,0.0046070223
42340,0,0.102332346
42341,1,0.6610643
42342,1,0.90615493
42343,0,0.47440854
42344,0,0.25453714
42345,0,0.024821782
42346,1,0.9767793
42347,1,0.826087
42348,1,0.8613499
42349,0,0.062440205
42350,0,0.23664059
42351,0,0.0573704
42352,1,0.66429365
42353,1,0.80170494
42354,0,0.10257129
42355,0,0.1695683
42356,1,0.7027615
42357,0,0.0004122187
42358,1,0.8610148
42359,0,0.076821886
42360,0,0.492093
42361,0,0.12035449
42362,1,0.79521936
42363,0,0.15721169
42364,0,0.3365015
42365,0,0.29244506
42366,0,0.2402138
42367,1,0.8005256
42368,1,0.5210307
42369,1,0.80870056
42370,0,0.24074018
42371,0,0.045982465
42372,0,0.34599498
42373,1,0.9176779
42374,1,0.69129723
42375,0,0.4719057
42376,0,0.05629168
42377,1,0.9293836
42378,1,0.66813934
42379,0,0.30445364
42380,0,0.024129009
42381,0,0.44949612
42382,1,0.6143294
42383,1,0.9187249
42384,0,0.20020513
42385,0,0.0055547664
42386,1,0.7168
42387,1,0.70253426
42388,0,0.047696453
42389,0,0.0065954053
42390,1,0.86617917
42391,0,0.091726035
42392,0,0.07897864
42393,0,0.114271365
42394,0,0.27147612
42395,1,0.5600035
42396,0,0.23638754
42397,1,0.9473178
42398,0,0.07558482
42399,1,0.82353014
42400,0,0.41057158
42401,0,0.19844086
42402,1,0.7712182
42403,0,0.48209694
42404,0,0.28128856
42405,0,0.3656836
42406,0,0.3649496
42407,0,0.09885435
42408,0,0.2092265
42409,0,0.30243984
42410,1,0.77712595
42411,0,1.4528875e-10
42412,1,0.9021877
42413,1,0.7112628
42414,1,0.75445014
42415,0,0.30816203
42416,1,0.8446538
42417,0,0.138207
42418,0,0.33370793
42419,0,0.32831022
42420,0,0.13894272
42421,0,0.069653474
42422,1,0.52352303
42423,1,0.52700055
42424,1,0.8770037
42425,0,0.3986591
42426,0,0.38613343
42427,0,0.08671007
42428,0,0.19430201
42429,1,0.94461775
42430,0,0.44813007
42431,1,0.772881
42432,1,0.9217142
42433,0,0.13707505
42434,0,7.773674e-06
42435,0,0.07435714
42436,0,0.38034502
42437,0,0.19388369
42438,0,0.26498544
42439,1,0.9507776
42440,0,0.11708528
42441,1,0.93387395
42442,0,0.12662713
42443,0,0.20663713
42444,0,0.07266399
42445,0,0.08922833
42446,1,0.81788635
42447,0,0.16067456
42448,0,0.04127181
42449,0,0.24768388
42450,0,0.21717891
42451,0,0.20114724
42452,0,0.017631665
42453,0,0.17089227
42454,0,0.1940968
42455,0,0.35299352
42456,0,0.31178793
42457,0,0.021469524
42458,0,0.22731695
42459,0,0.46774328
42460,1,0.770018
42461,0,0.106580816
42462,1,0.6318911
42463,0,0.19123879
42464,1,0.7556673
42465,0,0.1416238
42466,1,0.69402397
42467,0,0.40364566
42468,0,0.22385441
42469,0,0.12755679
42470,0,0.19528922
42471,1,0.5201002
42472,0,0.36054605
42473,0,0.095157556
42474,0,0.4079712
42475,0,0.08279863
42476,0,0.0014396962
42477,0,0.41241232
42478,1,0.7199009
42479,1,0.8163079
42480,0,0.0047550234
42481,0,0.16714883
42482,0,0.05742795
42483,0,0.46093196
42484,0,0.36220878
42485,0,0.16874301
42486,1,0.7455838
42487,1,0.50452983
42488,0,0.00043722562
42489,0,0.1780449
42490,0,0.07847879
42491,1,0.6799864
42492,0,0.31085154
42493,0,0.12916519
42494,0,0.18579519
42495,0,0.36159566
42496,0,0.29153442
42497,0,0.004752206
42498,0,0.07318063
42499,0,0.062715575
42500,0,0.13060887
42501,0,0.31608728
42502,1,0.56972235
42503,1,0.85262084
42504,0,0.090031736
42505,0,1.971288e-07
42506,0,0.34380057
42507,0,0.00793662
42508,0,0.17144482
42509,0,0.16412592
42510,1,0.5804443
42511,0,0.46065092
42512,0,0.14602305
42513,0,0.009897064
42514,0,0.019992018
42515,0,0.4916719
42516,0,0.455707
42517,1,0.59887964
42518,1,0.78592944
42519,0,0.39301372
42520,1,0.62293315
42521,0,0.011885624
42522,0,0.2928104
42523,0,0.28858134
42524,0,0.4008791
42525,1,0.7858618
42526,1,0.8176059
42527,0,0.33470544
42528,1,0.5212132
42529,0,0.21751675
42530,1,0.58024937
42531,1,0.85475844
42532,0,0.21020885
42533,0,0.43969724
42534,0,0.058992777
42535,1,0.9253654
42536,0,0.11803521
42537,0,0.08752609
42538,1,0.648361
42539,0,0.17689267
42540,0,0.18192849
42541,0,0.1867318
42542,0,0.2518026
42543,0,0.43405274
42544,0,0.021802971
42545,1,0.8268637
42546,0,0.07965966
42547,0,0.41769814
42548,0,0.46311268
42549,0,0.26179096
42550,0,0.4829951
42551,1,0.94110715
42552,1,0.7088717
42553,0,0.0073038675
42554,0,0.28564638
42555,0,0.35783795
42556,0,0.1658068
42557,0,0.32059848
42558,0,0.3508307
42559,0,0.063143656
42560,0,0.15352269
42561,1,0.75783753
42562,1,0.82968825
42563,1,0.66158384
42564,0,0.44951227
42565,1,0.7868342
42566,1,0.9618051
42567,0,0.18134351
42568,0,0.05245263
42569,0,0.14667627
42570,0,0.40228337
42571,0,5.4982524e-05
42572,0,0.36525565
42573,0,0.33844236
42574,1,0.5954492
42575,1,0.6813238
42576,0,0.13888712
42577,0,0.15813108
42578,0,0.013244529
42579,0,0.01836635
42580,0,1.5829171e-17
42581,1,0.9199949
42582,0,0.06258295
42583,0,0.025096871
42584,0,0.026587447
42585,0,0.20038895
42586,0,0.006058461
42587,1,0.88708913
42588,0,0.34599498
42589,1,0.6236246
42590,1,0.92117673
42591,0,0.15306416
42592,0,0.18532482
42593,0,0.42415082
42594,0,0.025838327
42595,0,0.32107732
42596,0,0.41237298
42597,0,0.07958612
42598,0,0.3475507
42599,0,0.2852717
42600,0,0.0014559167
42601,1,0.50556684
42602,1,0.6333743
42603,0,0.12999232
42604,1,0.77152264
42605,1,0.5153943
42606,1,0.80832297
42607,0,0.29257372
42608,0,0.2355614
42609,0,0.0001319448
42610,1,0.6669611
42611,1,0.6458031
42612,0,0.018881727
42613,0,0.08006725
42614,0,0.0050573945
42615,0,0.17296928
42616,1,0.8586102
42617,0,0.29327244
42618,1,0.58206445
42619,0,0.19352947
42620,1,0.7637683
42621,1,0.711834
42622,0,0.4297343
42623,1,0.7865429
42624,0,0.020457117
42625,0,0.16123936
42626,1,0.81803155
42627,1,0.5853316
42628,1,0.782765
42629,1,0.7798606
42630,1,0.8504032
42631,0,0.41834137
42632,0,0.005671844
42633,0,0.049524058
42634,0,0.30654448
42635,0,0.07966943
42636,0,0.46280238
42637,0,0.3983828
42638,0,0.012115317
42639,1,0.60172796
42640,0,0.09213538
42641,0,0.0798382
42642,0,0.33587864
42643,0,0.17784753
42644,0,0.20645931
42645,1,0.6147788
42646,1,0.7174868
42647,0,0.06731802
42648,0,0.059363827
42649,0,0.122993305
42650,1,0.5918698
42651,0,0.12630306
42652,0,0.16400215
42653,0,0.26578656
42654,0,0.18875045
42655,0,0.156605
42656,0,0.45111734
42657,1,0.6926145
42658,0,0.08219894
42659,0,0.4367205
42660,0,0.47334734
42661,0,0.23663315
42662,1,0.9024291
42663,0,0.023657456
42664,0,0.07886994
42665,0,0.35598478
42666,1,0.7664951
42667,0,0.11415584
42668,0,0.03768466
42669,1,0.8342522
42670,1,0.76011574
42671,0,0.19868733
42672,1,0.9435749
42673,0,0.24465139
42674,0,0.005102427
42675,0,0.35510182
42676,0,0.23106714
42677,0,0.49820355
42678,0,0.18333215
42679,0,0.13343106
42680,0,0.47113717
42681,0,0.044788636
42682,1,0.780811
42683,1,0.91225564
42684,0,0.029475432
42685,0,0.18266717
42686,0,0.2606567
42687,0,0.056348197
42688,1,0.56442165
42689,1,0.90692014
42690,0,0.20640944
42691,0,0.029362548
42692,0,0.038622253
42693,1,0.5694666
42694,0,0.10706738
42695,0,0.28990608
42696,1,0.50619376
42697,0,0.40371016
42698,0,0.16436513
42699,1,0.5540962
42700,0,0.43987665
42701,0,0.006538729
42702,0,0.06866314
42703,0,0.3262402
42704,0,0.15135463
42705,0,0.0105812065
42706,0,0.07461382
42707,0,0.018922724
42708,0,0.03724178
42709,0,0.0020316378
42710,0,0.40258074
42711,0,0.30339134
42712,1,0.6811372
42713,0,0.011243007
42714,0,0.12694265
42715,0,0.09532582
42716,1,0.57867724
42717,0,0.020823272
42718,0,0.04557768
42719,0,0.033739
42720,1,0.7500838
42721,1,0.7443489
42722,0,0.32462865
42723,0,0.32383257
42724,0,0.3905279
42725,0,0.004647062
42726,0,0.092425875
42727,1,0.86252224
42728,0,0.097226195
42729,1,0.9112198
42730,0,0.36242616
42731,0,0.03433344
42732,1,0.8507661
42733,1,0.69387496
42734,0,0.1808087
42735,0,0.23576938
42736,1,0.81820565
42737,0,0.45241368
42738,0,0.02844204
42739,0,0.21640117
42740,0,0.22841026
42741,1,0.8865337
42742,0,0.01957946
42743,1,0.7515734
42744,1,0.8266445
42745,1,0.81788856
42746,0,0.06920531
42747,1,0.5866268
42748,1,0.90320927
42749,0,0.47046155
42750,1,0.66576844
42751,0,0.053087465
42752,0,0.05156177
42753,0,0.41271254
42754,0,0.3811297
42755,1,0.78090686
42756,0,0.12610506
42757,0,0.04945885
42758,1,0.7275751
42759,1,0.50231916
42760,0,0.41507873
42761,0,0.043091893
42762,1,0.93022096
42763,0,0.2051626
42764,1,0.8682325
42765,0,0.32000133
42766,0,0.0297749
42767,0,0.0137479
42768,1,0.61477786
42769,0,0.25636113
42770,0,0.09506959
42771,1,0.88317776
42772,0,0.15609114
42773,1,0.533584
42774,0,0.03805182
42775,0,0.016346391
42776,0,0.04369723
42777,0,0.23406942
42778,0,0.48223153
42779,0,0.27438486
42780,0,0.0145458495
42781,1,0.5204539
42782,0,0.07633377
42783,0,0.4707773
42784,1,0.6829203
42785,0,0.38024268
42786,0,1.18015085e-14
42787,1,0.73863655
42788,0,0.2998053
42789,1,0.9094316
42790,0,0.117931396
42791,0,0.03851888
42792,0,0.22366722
42793,0,0.0936695
42794,0,0.2934401
42795,1,0.70648307
42796,1,0.84959525
42797,0,0.110805154
42798,1,0.7478595
42799,0,0.040749475
42800,1,0.73407924
42801,1,0.7469996
42802,0,0.09363803
42803,0,0.11196813
42804,0,0.10906673
42805,0,0.020699576
42806,1,0.6988868
42807,0,0.2516418
42808,0,6.713436e-05
42809,0,0.07708285
42810,1,0.789113
42811,1,0.8058682
42812,0,0.29914013
42813,1,0.7588775
42814,1,0.54093057
42815,0,0.12273045
42816,0,0.024790436
42817,1,0.6561893
42818,0,0.28336123
42819,0,0.0770852
42820,1,0.7175324
42821,0,0.0077606537
42822,1,0.7144808
42823,1,0.7665412
42824,0,0.15377139
42825,0,0.003796576
42826,1,0.8958196
42827,0,0.3996607
42828,1,0.50244117
42829,0,0.367217
42830,1,0.7265248
42831,1,0.9167842
42832,0,0.14306965
42833,1,0.69827473
42834,0,0.10647285
42835,1,0.84614855
42836,0,0.37145308
42837,1,0.8479574
42838,0,0.04849588
42839,1,0.7916717
42840,0,0.020655058
42841,0,9.295321e-05
42842,0,0.16133851
42843,1,0.70288396
42844,0,0.2973139
42845,0,0.056146786
42846,1,0.8130094
42847,0,0.12536548
42848,0,0.01795355
42849,0,0.0536869
42850,0,0.1808255
42851,0,0.47332865
42852,1,0.5741439
42853,1,0.78748196
42854,0,0.068025
42855,0,0.021369651
42856,0,0.16284335
42857,1,0.8307133
42858,0,0.09097245
42859,0,0.03016914
42860,0,0.33093935
42861,0,0.041368935
42862,0,0.002198396
42863,0,0.004791332
42864,1,0.9140977
42865,1,0.78493524
42866,0,0.18495202
42867,0,0.255665
42868,1,0.8623622
42869,0,0.024265684
42870,0,0.12825671
42871,1,0.8545253
42872,0,0.25226298
42873,0,0.1346883
42874,0,0.31526032
42875,1,0.6154634
42876,1,0.50392497
42877,0,0.29745466
42878,0,0.45460093
42879,0,0.4571238
42880,0,0.016934756
42881,0,0.0035593347
42882,1,0.83160776
42883,1,0.68344855
42884,0,0.11591895
42885,1,0.8693807
42886,1,0.84272486
42887,0,0.161778
42888,0,0.3551852
42889,1,0.7317503
42890,1,0.8083844
42891,0,0.17118031
42892,0,0.28085938
42893,0,0.1625332
42894,0,0.01062648
42895,0,0.4606536
42896,0,0.06313915
42897,0,0.47151285
42898,1,0.7801954
42899,0,0.1748322
42900,0,0.18219206
42901,1,0.7962206
42902,0,0.1149198
42903,1,0.6361681
42904,1,0.56126755
42905,0,0.080639675
42906,0,0.1886659
42907,1,0.58690876
42908,1,0.69601125
42909,0,0.3240872
42910,0,0.02077502
42911,1,0.879698
42912,0,0.2977758
42913,0,0.18749565
42914,0,0.21298748
42915,0,0.46498898
42916,0,0.0040796977
42917,0,0.040156547
42918,0,0.39386252
42919,0,0.3904579
42920,0,0.4613523
42921,1,0.77001387
42922,1,0.72819245
42923,1,0.9407971
42924,1,0.79417753
42925,0,0.4763178
42926,0,0.028217673
42927,0,0.06371074
42928,0,0.39886525
42929,0,0.038886145
42930,1,0.6964739
42931,0,0.36315468
42932,1,0.8734539
42933,0,0.078506835
42934,1,0.95742995
42935,0,0.21887882
42936,1,0.8238762
42937,1,0.77548033
42938,1,0.9344035
42939,0,0.20470323
42940,0,0.392135
42941,0,0.42491168
42942,0,0.1382347
42943,1,0.8152786
42944,0,0.20402183
42945,1,0.6824583
42946,0,0.33921856
42947,0,0.10255081
42948,1,0.61745834
42949,0,0.026090886
42950,1,0.7070873
42951,0,0.11057204
42952,0,0.30959556
42953,1,0.83176696
42954,0,0.4501897
42955,1,0.88464004
42956,0,0.26660678
42957,1,0.6218037
42958,0,0.34465525
42959,0,0.20491359
42960,0,0.10452738
42961,1,0.52711064
42962,1,0.9307481
42963,0,0.11992757
42964,0,0.04998366
42965,0,0.0020906269
42966,1,0.8962875
42967,1,0.80747813
42968,0,0.017772172
42969,0,0.16579354
42970,0,0.14915216
42971,0,0.28751898
42972,1,0.7713467
42973,1,0.7952937
42974,0,0.05641014
42975,0,0.18756984
42976,0,0.22494544
42977,0,0.1410237
42978,1,0.7328187
42979,0,0.14570393
42980,1,0.5255928
42981,0,0.29238558
42982,0,0.18178889
42983,0,0.15241124
42984,0,0.4620343
42985,1,0.5741674
42986,0,0.45025578
42987,1,0.9703675
42988,0,0.071707435
42989,0,0.16984755
42990,1,0.7908489
42991,0,0.104625374
42992,0,0.08033423
42993,0,0.095388874
42994,1,0.56394595
42995,1,0.7335932
42996,0,0.1798624
42997,1,0.62937546
42998,1,0.8613653
42999,1,0.74032253
43000,0,0.38052562
43001,0,0.16593613
43002,0,0.3328335
43003,1,0.7632215
43004,1,0.74411225
43005,0,0.28719932
43006,1,0.7974845
43007,0,0.30817032
43008,0,0.40501073
43009,0,0.1409223
43010,1,0.6229273
43011,0,0.13311511
43012,0,0.39548355
43013,0,0.34874502
43014,1,0.66257733
43015,0,0.1497925
43016,0,0.4122772
43017,0,0.31989318
43018,0,0.03733488
43019,0,0.27423367
43020,1,0.8427105
43021,0,0.2655239
43022,0,0.46331045
43023,1,0.703532
43024,0,0.074524045
43025,1,0.5062498
43026,1,0.6739015
43027,0,0.070249155
43028,0,0.30222738
43029,1,0.54667383
43030,0,0.17461859
43031,0,0.053457916
43032,0,0.016923677
43033,1,0.7919098
43034,0,0.3386627
43035,0,0.3429702
43036,0,0.033510283
43037,0,0.04087636
43038,0,0.4023012
43039,0,0.26078233
43040,0,0.14898652
43041,0,0.14200422
43042,0,2.0825546e-18
43043,1,0.8220375
43044,0,0.079817325
43045,0,0.19058721
43046,1,0.82795775
43047,0,0.26946458
43048,0,0.1654624
43049,0,0.16827805
43050,1,0.6175942
43051,0,0.09027232
43052,0,0.018604152
43053,1,0.62398195
43054,0,0.2087363
43055,0,0.19342697
43056,0,0.23305051
43057,0,0.11648656
43058,1,0.9108737
43059,1,0.77217245
43060,0,0.009789661
43061,0,0.07751417
43062,0,0.25406936
43063,1,0.70974094
43064,1,0.83934397
43065,1,0.51372635
43066,0,0.18935005
43067,0,0.2559572
43068,1,0.6785807
43069,0,0.0360997
43070,0,0.1817037
43071,0,5.9138914e-05
43072,0,0.0072898227
43073,0,0.24294786
43074,1,0.8087862
43075,0,0.17850322
43076,0,0.02699681
43077,0,0.3897267
43078,0,0.2670218
43079,1,0.5975261
43080,0,0.14403202
43081,0,0.08686227
43082,0,0.1710952
43083,0,0.23177929
43084,0,0.015113117
43085,0,0.0002223023
43086,0,0.03394507
43087,0,0.44719335
43088,0,0.3863066
43089,1,0.8700058
43090,0,0.44240946
43091,1,0.8287442
43092,0,0.025905248
43093,1,0.93155533
43094,0,0.37290087
43095,0,0.006221746
43096,1,0.7650764
43097,0,0.13301887
43098,1,0.58534986
43099,1,0.7241395
43100,0,0.47717363
43101,0,0.31619453
43102,1,0.7272756
43103,0,0.051609688
43104,0,0.04559399
43105,0,0.45607612
43106,0,0.40539062
43107,1,0.58062184
43108,0,0.036696333
43109,0,0.34231323
43110,1,0.798496
43111,1,0.5980335
43112,1,0.82123476
43113,0,0.23016414
43114,1,0.75017947
43115,0,0.30078065
43116,1,0.6429128
43117,0,0.19440268
43118,0,0.08520603
43119,1,0.7458339
43120,1,0.81817955
43121,0,0.14577986
43122,0,0.47012302
43123,1,0.6556864
43124,1,0.8864786
43125,1,0.6652265
43126,0,0.45415795
43127,0,0.47312552
43128,1,0.9180999
43129,1,0.6777424
43130,0,0.24160922
43131,1,0.540392
43132,0,0.3189573
43133,1,0.8340526
43134,1,0.6072372
43135,1,0.6293489
43136,0,0.3558887
43137,0,0.34041822
43138,0,0.06584835
43139,0,0.25817025
43140,0,0.17121185
43141,0,0.15246339
43142,1,0.925571
43143,0,0.37603265
43144,1,0.7432595
43145,1,0.90613633
43146,0,0.039344423
43147,0,0.3168479
43148,1,0.81652886
43149,0,0.06365411
43150,1,0.6919328
43151,0,0.09220603
43152,0,0.029785769
43153,0,0.20728809
43154,0,0.10802181
43155,0,0.12641963
43156,0,0.03864145
43157,0,0.03047749
43158,1,0.7088717
43159,0,0.216745
43160,1,0.8771317
43161,0,0.046517245
43162,0,0.2529477
43163,0,0.032277297
43164,0,0.033886585
43165,1,0.77337515
43166,0,0.018743379
43167,0,0.003157374
43168,0,0.001902245
43169,1,0.55701935
43170,0,0.1524808
43171,1,0.89574975
43172,1,0.9250951
43173,0,0.29556385
43174,1,0.8618038
43175,1,0.9175178
43176,0,0.19306576
43177,0,0.066913456
43178,0,0.018426757
43179,0,0.4778155
43180,1,0.8574895
43181,0,0.18442021
43182,1,0.8403455
43183,0,0.0023662322
43184,0,0.29817882
43185,1,0.91353756
43186,0,1.1432787e-06
43187,1,0.52450544
43188,1,0.53001565
43189,0,0.04701381
43190,0,0.2881924
43191,0,0.35129565
43192,1,0.5909027
43193,0,0.4150192
43194,0,0.40741226
43195,0,0.14464667
43196,1,0.6043298
43197,0,0.2356188
43198,1,0.822811
43199,0,0.0036066333
43200,0,0.2762178
43201,1,0.7689631
43202,0,0.038312003
43203,0,0.049398515
43204,0,0.41902813
43205,0,0.095471404
43206,1,0.749694
43207,0,0.0040379013
43208,1,0.88870335
43209,0,0.17258815
43210,0,0.36720178
43211,1,0.64549625
43212,1,0.50989026
43213,0,0.41719088
43214,0,0.07875137
43215,0,0.25977504
43216,1,0.5332889
43217,0,0.06565842
43218,1,0.69326633
43219,0,0.0010979291
43220,0,0.48804066
43221,0,0.46328557
43222,0,0.25485632
43223,0,0.007244949
43224,0,0.06801906
43225,0,0.16767381
43226,1,0.67078865
43227,1,0.6555315
43228,0,0.109656185
43229,0,0.17752704
43230,0,5.7441033e-05
43231,1,0.7624736
43232,0,0.46562156
43233,0,0.1561561
43234,0,0.07784982
43235,0,0.0019079426
43236,0,0.008517776
43237,0,0.20062292
43238,0,0.1280694
43239,0,0.11917535
43240,0,0.10571872
43241,0,0.36996558
43242,0,0.19734682
43243,0,0.4685862
43244,1,0.8333715
43245,0,0.44274357
43246,0,0.005156281
43247,0,0.15728305
43248,1,0.61073416
43249,1,0.8205216
43250,1,0.8348068
43251,1,0.52455133
43252,1,0.9366514
43253,0,0.051320326
43254,1,0.80552477
43255,1,0.6463133
43256,1,0.8080892
43257,0,0.04621316
43258,1,0.87000287
43259,0,0.0034351936
43260,1,0.91247565
43261,0,0.4222534
43262,0,0.0846452
43263,0,0.34995055
43264,0,0.40209422
43265,1,0.6561779
43266,1,0.56714076
43267,0,0.15878159
43268,0,0.087322205
43269,0,0.0006974808
43270,1,0.69628906
43271,0,0.12376819
43272,0,0.40731534
43273,1,0.8656016
43274,0,0.032020766
43275,0,0.31937537
43276,0,0.34190866
43277,0,0.41252577
43278,1,0.9643747
43279,1,0.7700572
43280,0,0.16690375
43281,0,0.0546426
43282,0,0.34133443
43283,1,0.75367564
43284,0,0.089073524
43285,0,0.1781266
43286,0,0.4788875
43287,0,0.43563598
43288,0,0.2797321
43289,1,0.8146288
43290,0,0.0032486029
43291,0,0.09567539
43292,0,0.12641521
43293,1,0.83398443
43294,0,0.47857562
43295,0,0.33184874
43296,1,0.8274046
43297,0,0.4288332
43298,0,0.09733125
43299,0,0.2627357
43300,0,0.092164576
43301,0,0.27797875
43302,0,0.32859266
43303,0,0.23809053
43304,0,0.28248662
43305,0,0.104540646
43306,1,0.71734667
43307,0,0.11229732
43308,1,0.67507654
43309,1,0.90031475
43310,0,0.34308037
43311,0,0.23248874
43312,0,0.05275778
43313,1,0.76152945
43314,0,0.41616803
43315,1,0.89252484
43316,0,0.42458075
43317,0,0.18125723
43318,0,0.42348063
43319,0,0.18524718
43320,1,0.6148475
43321,1,0.71305186
43322,0,0.28270036
43323,1,0.9126805
43324,0,0.4260329
43325,0,0.25839785
43326,0,0.016608497
43327,1,0.7941236
43328,0,0.45883772
43329,0,0.37281454
43330,0,0.20992169
43331,0,0.07712703
43332,1,0.9450941
43333,0,0.22115834
43334,0,0.45441577
43335,0,0.01875567
43336,0,0.004944306
43337,1,0.6948385
43338,0,0.49086028
43339,0,0.084493
43340,0,0.042215917
43341,1,0.9169198
43342,1,0.71161485
43343,1,0.7944244
43344,0,0.22496751
43345,0,0.26460907
43346,1,0.79727775
43347,1,0.50832105
43348,1,0.93101084
43349,0,0.13919969
43350,0,0.11850955
43351,1,0.8115193
43352,1,0.7547765
43353,1,0.83347493
43354,1,0.686615
43355,0,0.453005
43356,0,7.765836e-05
43357,1,0.8284917
43358,0,0.008866204
43359,0,0.15121737
43360,0,0.29328907
43361,0,0.03798337
43362,0,0.12674376
43363,0,0.09017674
43364,0,0.18207866
